frame,numActive,speedActive,speedAll,distAll,distActive,distQueen,distClosest,queenCount,numForager,queenArea
1768,1,5.27871,1.1301,13.145609,NaN,6.99719,5.479855,10,0,4571
1773,1,7.990566,1.701653,12.646587,NaN,6.613518,6.2348,11,0,4787
1778,1,13.907209,3.340096,13.164477,NaN,6.898589,6.185994,11,0,4799
1783,1,9.879363,1.031722,12.973981,NaN,6.696818,5.128746,12,0,4511
1788,0,0,0.614921,13.578532,NaN,7.108348,5.344632,11,0,4535
1793,0,0,0.283462,13.444755,NaN,7.034301,5.306608,11,0,4500
1798,0,0,0.457256,13.452122,NaN,7.039131,5.327503,11,0,4546
1803,0,0,0.751484,13.956948,NaN,7.431943,5.553596,10,0,4523
1808,0,0,0.648273,14.055561,NaN,7.48103,5.614293,10,0,4530
1813,1,5.362855,0.707898,14.16011,NaN,7.527588,5.657048,10,0,4508
1818,1,6.204681,2.938785,14.290471,NaN,7.596937,5.696378,10,0,4491
1823,0,0,1.247664,14.387783,NaN,7.648473,5.744806,10,0,4501
1828,0,0,1.195096,14.418282,NaN,7.664638,5.763026,10,0,4547
1833,0,0,0.746408,14.487532,NaN,7.706339,5.782141,10,0,4611
1838,0,0,0.571546,12.30282,NaN,6.300649,5.601259,11,0,4616
1843,0,0,0.602395,12.409487,NaN,6.362144,5.599072,11,0,4601
1848,0,0,0.496776,12.446614,NaN,6.384049,5.60722,11,0,4587
1853,0,0,1.326367,14.678459,NaN,7.825937,5.746202,10,0,4614
1858,1,6.495396,0.823542,14.895602,NaN,7.958816,5.74884,10,0,4594
1863,0,0,0.646639,15.100939,NaN,8.080769,5.752296,10,0,4567
1868,0,0,0.535028,15.13765,NaN,8.099277,5.754329,10,0,4569
1873,1,6.266029,0.676428,15.313019,NaN,8.203245,5.752202,10,0,4576
1878,1,6.049564,2.373236,15.545544,NaN,8.338946,5.766244,10,0,4545
1883,0,0,1.396165,15.897734,NaN,8.42874,7.033105,10,0,4491
1888,1,6.572655,1.00111,16.446196,NaN,8.88561,6.434849,9,0,4282
1893,1,13.57579,1.682243,16.950534,NaN,9.176555,6.481725,9,0,4243
1898,1,6.577888,0.952563,17.481803,NaN,9.502035,6.519134,9,0,4219
1903,1,10.160413,1.963601,16.562031,NaN,8.734807,6.324958,11,0,4493
1908,0,0,2.32536,16.838463,NaN,8.903457,6.360939,11,0,4486
1913,1,5.420094,1.562038,16.751736,NaN,8.846681,6.388598,11,0,4468
1918,0,0,0.875423,17.069189,NaN,9.109935,7.148507,10,0,4493
1923,1,6.023126,0.871955,17.069741,NaN,9.087146,7.152882,10,0,4486
1928,0,0,1.153756,17.094389,NaN,9.095399,7.167883,10,0,4521
1933,0,0,2.520114,12.318613,NaN,6.19834,11.381798,12,0,4819
1938,1,6.080522,1.701057,13.476201,NaN,6.941614,6.342198,10,0,4259
1943,1,5.880973,1.610117,13.467501,NaN,6.936594,6.375826,10,0,4225
1948,1,7.710043,3.065118,12.927166,NaN,6.557623,6.882511,11,0,4514
1953,1,9.822925,1.950801,14.641731,NaN,7.670544,6.775409,11,0,4802
1958,1,5.143619,0.736379,14.526633,NaN,7.606825,6.799194,11,0,4848
1963,1,9.997566,1.553938,14.352989,NaN,7.498228,6.747703,11,0,4867
1968,0,0,0.843526,14.087949,NaN,7.309174,5.877385,11,0,4579
1973,1,12.752874,1.845135,14.084089,NaN,7.409673,6.033753,10,0,4623
1978,1,10.416913,2.843692,12.927292,NaN,6.642629,6.59409,11,0,4874
1983,1,10.593543,0.939516,12.437617,NaN,6.320245,10.003146,12,0,5178
1988,1,7.594413,0.843895,12.378606,NaN,6.267118,10.511039,12,0,5165
1993,1,10.672778,1.055043,12.074027,NaN,6.095354,10.673858,12,0,5184
1998,0,0,0.503176,11.939758,NaN,6.020471,10.725551,12,0,5148
2003,1,6.673562,3.237495,12.756182,NaN,6.467581,7.556388,11,0,4831
2008,1,15.208472,2.089696,13.12202,NaN,6.72852,6.901983,11,0,4893
2013,1,9.769337,1.819057,13.736584,NaN,7.075932,7.357531,11,0,4873
2018,1,8.47304,1.044834,14.768636,NaN,7.65566,7.552106,10,0,4538
2023,1,11.878101,1.695831,15.107034,NaN,7.843188,7.725943,10,0,4504
2028,1,12.5791,3.542783,15.478587,NaN,8.053626,7.918068,10,0,4533
2033,1,11.287585,2.564918,15.431422,NaN,7.959117,10.311873,11,0,4765
2038,0,0,0.572406,15.327433,NaN,7.907152,10.223915,11,0,4814
2043,0,0,0.495312,15.246098,NaN,7.869376,10.120936,11,0,4820
2048,0,0,1.736601,15.231027,NaN,7.903861,9.262181,11,0,4872
2053,0,0,1.209773,15.3147,NaN,7.955931,9.249801,11,0,4873
2058,0,0,0.520874,15.34884,NaN,7.975913,9.273783,11,0,4815
2063,0,0,0.441524,15.215746,NaN,7.903174,9.150552,11,0,4793
2068,1,10.321862,1.123963,14.99964,NaN,7.809352,8.88063,11,0,4733
2073,1,10.813321,1.156112,15.355572,NaN,8.017504,9.132425,11,0,4651
2078,1,13.089014,1.933429,15.74678,NaN,8.226297,9.509967,11,0,4674
2083,1,5.683819,0.616048,15.716518,NaN,8.123377,7.355769,12,0,4630
2088,0,0,0.308502,15.789465,NaN,8.162449,7.393355,12,0,4642
2093,0,0,0.451927,16.312495,NaN,8.531671,10.098449,11,0,4624
2098,1,7.866396,0.900732,15.527071,NaN,8.033887,7.147489,12,0,4615
2103,1,7.914764,1.254338,15.775642,NaN,8.269267,9.303229,11,0,4651
2108,0,0,0.618966,15.875572,NaN,8.324653,9.294344,11,0,4640
2113,1,6.965892,0.716714,15.31242,NaN,7.921683,6.871651,12,0,4686
2118,1,5.844516,0.638019,15.073282,NaN,7.787673,6.745329,12,0,4651
2123,1,5.201789,0.628041,14.880783,NaN,7.682555,6.648719,12,0,4620
2128,1,5.113211,1.032819,14.744426,NaN,7.604716,6.630498,12,0,4627
2133,1,10.571059,1.059651,14.377414,NaN,7.397621,6.538747,12,0,4569
2138,1,14.879672,1.358296,14.031908,NaN,7.192844,6.534464,12,0,4593
2143,1,11.053932,1.031033,14.252836,NaN,7.37992,7.82016,11,0,4599
2148,1,8.422882,0.820032,13.415805,NaN,6.831468,6.241945,12,0,4599
2153,0,0,0.886352,13.238575,NaN,6.731885,6.159065,12,0,4599
2158,0,0,0.366135,13.203294,NaN,6.714248,6.142243,12,0,4607
2163,0,0,0.158739,13.205737,NaN,6.717096,6.132713,12,0,4593
2168,0,0,0.334858,13.856009,NaN,7.15011,7.386524,11,0,4610
2173,1,10.678544,1.014566,13.660941,NaN,7.044667,7.137404,11,0,4585
2178,1,12.822101,1.88724,12.512654,NaN,6.341739,5.758772,12,0,4578
2183,0,0,0.342256,12.49166,NaN,6.325073,5.754212,12,0,4580
2188,0,0,0.370145,13.206833,NaN,6.790062,6.483271,11,0,4571
2193,0,0,0.332325,12.666724,NaN,6.413002,5.83345,12,0,4580
2198,0,0,0.471819,13.256357,NaN,6.815946,6.493759,11,0,4591
2203,1,7.469101,1.271218,13.152283,NaN,6.763533,6.373494,11,0,4557
2208,1,16.368722,1.362387,13.012818,NaN,6.722852,5.941166,11,0,4556
2213,1,16.478301,1.435739,13.32734,NaN,6.928635,5.957661,11,0,4562
2218,1,10.909134,1.026395,13.214684,NaN,6.797646,5.275226,12,0,4633
2223,1,5.859274,0.644151,13.24736,NaN,6.82014,5.259947,12,0,4612
2228,1,15.969711,2.103129,13.521541,NaN,6.989967,5.144825,12,0,4590
2233,1,10.432175,0.925789,13.988343,NaN,7.265482,5.118668,12,0,4619
2238,0,0,0.342919,10.908264,NaN,5.454132,5.055737,13,0,4591
2243,0,0,0.388689,11.025301,NaN,5.51265,5.098102,13,0,4603
2248,0,0,0.305129,11.0928,NaN,5.5464,5.137892,13,0,4616
2253,1,11.41737,1.826947,15.45533,NaN,8.087126,5.39899,12,0,4610
2258,0,0,0.331803,15.715868,NaN,8.237106,5.427002,12,0,4606
2263,0,0,0.442589,16.428709,NaN,8.729084,7.588153,11,0,4608
2268,0,0,0.419517,15.896563,NaN,8.335995,5.493952,12,0,4589
2273,0,0,0.542516,15.78574,NaN,8.275005,5.467122,12,0,4616
2278,1,6.898078,1.393095,15.894601,NaN,8.342778,5.444612,12,0,4613
2283,0,0,0.496822,16.016998,NaN,8.412549,5.471169,12,0,4620
2288,1,8.483526,0.926949,15.961564,NaN,8.380152,5.484579,12,0,4682
2293,1,8.634168,0.965183,15.76357,NaN,8.265092,5.500362,12,0,4665
2298,0,0,0.779138,15.573628,NaN,8.162384,5.449692,12,0,4635
2303,1,6.752915,1.320554,15.938217,NaN,8.444297,7.513963,11,0,4638
2308,1,5.757936,0.932289,15.687478,NaN,8.300326,7.379776,11,0,4632
2313,1,9.367602,0.994267,15.165601,NaN,8.001203,7.113179,11,0,4616
2318,0,0,0.710466,14.92615,NaN,7.850508,7.015619,11,0,4652
2323,1,9.313326,0.92049,14.840364,NaN,7.800946,7.001285,11,0,4641
2328,1,9.890581,1.421995,14.67742,NaN,7.715762,6.965085,11,0,4648
2333,1,5.888883,0.583961,11.22417,NaN,5.660836,10.05415,12,0,4658
2338,0,0,0.526484,11.035087,NaN,5.565382,9.886976,12,0,4653
2343,0,0,0.48103,11.047265,NaN,5.572658,9.870646,12,0,4630
2348,1,10.979589,0.957757,11.122249,NaN,5.611671,9.909132,12,0,4605
2353,1,6.827986,1.328442,13.83675,NaN,7.261983,6.490234,11,0,4585
2358,0,0,1.049448,14.07911,NaN,7.492119,5.86884,10,0,4362
2363,1,5.211931,0.807081,13.954745,NaN,7.427421,5.845296,10,0,4373
2368,1,8.748309,0.970953,13.608777,NaN,7.22899,5.801775,10,0,4399
2373,1,9.272624,1.12294,13.198876,NaN,6.992433,5.738997,10,0,4386
2378,2,7.414352,1.717701,12.598201,59.152001,6.662511,5.584361,10,0,4357
2383,1,12.923635,1.204272,12.100905,NaN,6.400732,5.405568,10,0,4378
2388,2,6.864896,1.180703,11.679583,56.937424,6.173525,5.282595,10,0,4361
2393,2,8.803046,1.375827,11.348025,59.220937,5.972163,5.207627,10,0,4373
2398,2,8.346192,1.334564,10.887109,61.296047,5.691694,4.94592,10,0,4398
2403,2,7.558958,1.556703,10.219599,58.825678,5.236152,4.628049,11,0,4363
2408,2,9.77493,1.554777,10.308891,55.578941,5.30848,4.671584,11,0,4371
2413,2,11.484798,1.750715,10.562211,51.195772,5.475336,4.776472,11,0,4395
2418,2,12.261543,1.907519,10.462733,47.037687,5.446399,4.727106,11,0,4373
2423,2,11.726315,1.838312,10.573556,42.823206,5.532797,4.738383,11,0,4373
2428,2,9.126635,2.040933,11.196602,38.747178,5.992114,5.021068,10,0,4378
2433,1,14.191957,2.42537,11.836719,NaN,6.331843,5.380622,10,0,4363
2438,1,9.735127,0.954397,12.436528,NaN,6.655822,5.657037,10,0,4394
2443,0,0,1.30105,7.297426,NaN,3.687631,6.363392,12,0,4620
2448,0,0,0.247135,7.32557,NaN,3.702944,3.465196,12,0,4370
2453,1,6.648903,1.292076,12.999718,NaN,6.93339,6.213828,10,0,4401
2458,1,9.983137,1.048876,13.214664,NaN,7.046045,6.314922,10,0,4390
2463,2,9.140534,1.521704,13.499022,46.812583,7.195104,6.471738,10,0,4375
2468,1,6.581579,0.584547,7.272818,NaN,3.741652,3.380383,11,0,4372
2473,1,9.530556,0.852283,6.882053,NaN,3.546104,3.178433,11,0,4362
2478,2,9.950876,2.135326,13.608451,51.392508,7.228866,6.464056,10,0,4334
2483,2,11.95469,1.887706,14.422297,55.548486,7.64684,6.868907,10,0,4336
2488,1,5.641778,0.87383,14.19316,NaN,7.403909,6.760747,11,0,4364
2493,0,0,0.405087,6.402278,NaN,3.23981,2.972894,12,0,4356
2498,1,8.518253,0.817348,6.157521,NaN,3.117146,2.871963,12,0,4358
2503,2,14.861387,2.622472,15.087355,70.908348,7.807976,7.174753,11,0,4374
2508,2,14.193936,2.119465,15.42611,77.321766,7.952267,7.32102,11,0,4376
2513,1,10.536108,1.322209,15.799344,NaN,8.240967,7.479581,10,0,4394
2518,1,18.431454,1.836977,15.276565,NaN,7.982778,7.11364,10,0,4396
2523,1,12.574021,1.163221,4.059514,NaN,2.152114,1.631205,11,0,4395
2528,1,16.371551,1.774787,3.187223,NaN,1.634519,1.258189,12,0,4400
2533,1,18.550763,1.601881,3.977272,NaN,2.122854,1.432202,11,0,4412
2538,1,17.35344,1.653924,4.707226,NaN,2.494881,1.713041,11,0,4415
2543,0,0,1.509964,4.930903,NaN,2.618261,1.625,11,0,4391
2548,1,16.731427,3.839402,3.607679,NaN,1.80384,Inf,13,0,4874
2553,1,9.89431,1.767318,13.671052,NaN,7.30866,5.038779,10,0,4369
2558,1,6.655731,1.836064,12.649728,NaN,6.569933,6.768072,12,0,4944
2563,1,13.957198,1.212644,12.140235,NaN,6.277679,7.158756,12,0,4960
2568,0,0,0.466204,11.828736,NaN,6.097083,7.443575,12,0,4940
2573,0,0,1.966644,12.760303,NaN,6.760239,4.788394,10,0,4355
2578,1,5.394774,1.546311,12.464255,NaN,6.486004,5.955469,11,0,4599
2583,0,0,0.401018,12.537395,NaN,6.517396,6.092799,11,0,4589
2588,1,5.400125,0.583458,12.587433,NaN,6.526819,6.310648,11,0,4603
2593,0,0,1.096355,11.914989,NaN,6.143997,7.43893,12,0,4924
2598,0,0,2.191353,11.919545,NaN,6.146266,7.443697,12,0,4937
2603,0,0,2.283968,13.019596,NaN,6.831578,5.52543,10,0,4348
2608,0,0,2.37781,12.64822,NaN,6.550459,6.453086,11,0,4594
2613,0,0,1.229123,12.249993,NaN,6.372539,5.808131,11,0,4689
2618,1,8.076574,0.763096,11.842934,NaN,6.089451,7.811317,12,0,4862
2623,0,0,1.242596,11.780822,NaN,6.047757,8.004521,12,0,4852
2628,0,0,1.821718,11.834574,NaN,6.075104,8.046977,12,0,4845
2633,0,0,1.491499,12.3393,NaN,6.403078,6.068766,11,0,4603
2638,1,11.949282,1.378535,12.666227,NaN,6.579392,6.425185,11,0,4623
2643,1,6.109574,1.733253,12.669672,NaN,6.532147,7.934214,12,0,4845
2648,1,6.464878,1.02376,12.804558,NaN,6.610292,7.812232,12,0,4867
2653,0,0,1.920813,13.04142,NaN,6.751274,7.507876,12,0,4822
2658,1,8.468955,0.793584,13.080816,NaN,6.765073,7.688864,12,0,4818
2663,1,11.720921,1.41477,13.462115,NaN,6.95612,8.060616,12,0,4862
2668,1,14.343813,1.507278,13.814352,NaN,7.180832,7.878391,11,0,4610
2673,1,15.817507,1.753513,13.348691,NaN,6.842132,9.3218,12,0,4823
2678,1,14.782962,2.991223,13.529308,NaN,6.964238,7.977173,11,0,4595
2683,1,10.171479,1.268679,12.902571,NaN,6.552888,10.464107,12,0,4864
2688,1,5.464756,1.350311,12.908407,NaN,6.553853,10.516804,12,0,4862
2693,1,11.024452,1.667296,12.972678,NaN,6.627646,7.423242,11,0,4625
2698,1,14.176473,1.198559,12.45483,NaN,6.362848,6.872217,11,0,4601
2703,1,15.704257,2.6423,11.746174,NaN,5.993839,6.1279,11,0,4607
2708,1,16.866276,1.716923,11.185107,NaN,5.722585,5.386656,11,0,4654
2713,1,6.776414,1.361863,11.049443,NaN,5.655022,5.164092,11,0,4639
2718,1,14.824313,2.743516,10.904687,NaN,5.547131,8.629787,12,0,4903
2723,0,0,2.071107,11.127427,NaN,5.684542,8.227537,12,0,4873
2728,0,0,2.155348,11.113205,NaN,5.676102,8.245203,12,0,4866
2733,0,0,0.263732,11.509747,NaN,5.941609,5.337421,11,0,4629
2738,0,0,0.967809,11.519058,NaN,5.94701,5.341194,11,0,4604
2743,0,0,1.779449,11.106954,NaN,5.672077,8.260538,12,0,4859
2748,0,0,1.558909,11.154003,NaN,5.698978,8.226565,12,0,4847
2753,0,0,2.270197,11.279026,NaN,5.772909,8.077525,12,0,4884
2758,1,8.011561,1.476998,11.787046,NaN,6.102779,5.50642,11,0,4662
2763,1,9.081239,2.068425,11.734776,NaN,6.029568,7.842456,12,0,4856
2768,1,9.632141,2.059226,12.385851,NaN,6.452383,5.897683,11,0,4647
2773,1,6.952243,2.385007,12.538651,NaN,6.541477,6.001538,11,0,4672
2778,1,5.965883,1.389065,12.77474,NaN,6.675219,6.196078,11,0,4616
2783,1,5.547688,0.55239,12.95414,NaN,6.775047,6.360477,11,0,4622
2788,1,7.275859,0.737783,13.240381,NaN,6.939042,6.579391,11,0,4639
2793,0,0,0.794283,13.266335,NaN,6.955494,6.585468,11,0,4662
2798,1,8.328674,1.201865,13.126313,NaN,6.870225,6.5223,11,0,4657
2803,1,16.525517,2.580717,12.977922,NaN,6.76285,6.622465,11,0,4684
2808,1,12.652866,2.142755,14.060858,NaN,7.410818,6.243123,10,0,4320
2813,1,5.411778,0.63849,14.417796,NaN,7.621635,6.35055,10,0,4321
2818,1,6.972717,0.696473,14.397904,NaN,7.616475,6.240817,10,0,4314
2823,1,9.627374,2.340747,14.307328,NaN,7.578,5.988251,10,0,4342
2828,1,13.585061,3.104109,13.056927,NaN,6.782205,6.967139,12,0,4908
2833,1,12.861351,4.547738,13.605586,NaN,7.214405,5.305086,10,0,4356
2838,0,0,1.826583,13.079077,NaN,6.834588,6.463237,11,0,4579
2843,1,10.201594,1.362111,13.106421,NaN,6.923511,5.228083,10,0,4377
2848,1,7.741811,1.705733,12.482294,NaN,6.482668,6.065895,11,0,4605
2853,1,7.587672,1.897503,12.400311,NaN,6.43908,5.914303,11,0,4585
2858,1,6.692376,0.84132,12.256417,NaN,6.365172,5.682933,11,0,4618
2863,0,0,1.69871,11.694109,NaN,5.986587,8.345319,12,0,4822
2868,1,8.116074,1.01457,11.982317,NaN,6.212114,5.52186,11,0,4608
2873,2,7.164409,1.169136,11.672664,7.951199,6.032111,5.508335,11,0,4619
2878,1,6.655294,2.11413,11.425959,NaN,5.878587,5.594866,11,0,4609
2883,0,0,0.337198,11.447805,NaN,5.884134,5.645045,11,0,4589
2888,0,0,0.356929,11.43578,NaN,5.878065,5.613465,11,0,4589
2893,0,0,0.516171,11.282181,NaN,5.794551,5.45576,11,0,4577
2898,0,0,0.386329,11.213975,NaN,5.765457,5.298059,11,0,4602
2903,1,5.933508,1.443849,11.179815,NaN,5.759504,5.121803,11,0,4573
2908,1,6.535758,0.664497,11.207036,NaN,5.792313,4.930003,11,0,4567
2913,0,0,0.475637,11.476912,NaN,5.95579,5.006243,11,0,4517
2918,0,0,0.221827,11.518605,NaN,5.98248,4.99482,11,0,4560
2923,0,0,0.199603,11.511288,NaN,5.979102,4.969267,11,0,4533
2928,0,0,1.583479,11.538701,NaN,5.990866,5.049076,11,0,4542
2933,0,0,0.307385,11.546419,NaN,5.989096,5.147059,11,0,4551
2938,0,0,0.221766,11.505663,NaN,5.963705,5.142211,11,0,4549
2943,0,0,0.317133,11.527928,NaN,5.978512,5.119823,11,0,4542
2948,0,0,0.398457,11.597541,NaN,6.015812,5.218227,11,0,4531
2953,0,0,1.732149,11.558724,NaN,5.983806,5.333522,11,0,4540
2958,1,7.20827,0.651366,11.53176,NaN,5.951171,5.512328,11,0,4555
2963,1,6.270566,0.587361,11.379227,NaN,5.847834,5.514199,11,0,4534
2968,0,0,0.734111,11.305674,NaN,5.802876,5.483118,11,0,4520
2973,1,9.174838,1.147477,11.444763,NaN,5.871372,5.678284,11,0,4516
2978,1,9.681764,2.175035,11.795952,NaN,6.036914,6.18856,11,0,4480
2983,1,5.436914,0.548672,12.108748,NaN,6.193918,6.56401,11,0,4466
2988,0,0,0.305413,12.187677,NaN,6.231175,6.668715,11,0,4466
2993,0,0,0.378448,12.251891,NaN,6.268306,6.71342,11,0,4488
2998,0,0,0.430935,12.358387,NaN,6.318382,6.837804,11,0,4520
